timestamp,tweet_text,all_hashtags
,YouTuber | freelance editor | lesbian | she/her | Always ready to gush about queer books | business inquiries to problemsofabooknerd@gmail.com,
2019-11-06 09:48:04,@kat_tastic The taste!! Yes!!,[]
2019-11-05 20:02:08,RT @TeacupNymph: I actually cried during this vlog 💕 beautiful work @CeceEwing_ ❤️ https://t.co/CgY1dSlOeM,[]
2019-11-05 20:02:05,@TeacupNymph ❤️❤️❤️❤️❤️❤️,[]
2019-11-05 19:56:48,@moonjoonseokie 💖💖💖💖💖💖,[]
2019-11-05 19:56:43,"RT @moonjoonseokie: getting real emotional watching @CeceEwing_ ‘s new vlog, but i am loving every minute of it so far 🤧",[]
2019-11-05 19:54:04,If you want to watch me haltingly try to explain why Blue Lily Lily Blue is my favorite book of all time while I al… https://t.co/ImOYn9gTNJ,[]
2019-11-05 07:09:34,"RT @KETomash: Because I know how much we all love aesthetics, sharing this again: https://t.co/c2qGIc3wo9",[]
2019-11-05 06:20:39,@HollyAkam Disney: and then Steve left Bucky after finally getting him back  Me: lol ok that’s just incorrect,[]
2019-11-05 06:18:09,Sawkill Girls by Claire Legrand https://t.co/KM3ZccjOKg,[]
2019-11-05 04:40:27,RT @cynaesthete: THIS IS HOW YOU LOSE THE TIME WAR IS ONLY 99P ON KINDLE TODAAAAAY,[]
2019-11-05 02:14:40,@sithandsense SLIPPING ON MY CLOWN SHOES AS WE SPEAK https://t.co/5cKDYHzbf1,[]
2019-11-04 23:24:41,You ever think about the fact that Cap got Mjolnir and with it the power of Thor on top of being a genetically engi… https://t.co/PnDpR2kfV4,[]
2019-11-04 23:15:43,"Spn: queerbaits Me, 5 years since watching a new episode and fully out of the fandom, when I see a new gif of two c… https://t.co/r04nBMBL3p",[]
2019-11-04 06:04:19,A City Inside by Tillie Walden https://t.co/rwUX7ZY1rn,[]
2019-11-04 01:16:52,The Raven King by Maggie Stiefvater  -reread https://t.co/lS5H25LyGP,[]
2019-11-03 22:55:14,"Blue Lily, Lily Blue by Maggie Stiefvater  -reread https://t.co/1GJjxaeqNf",[]
2019-11-03 22:21:01,@BookishBrittany I’m excited to read it this month! It’s the @IndigAThon group read and it looks fantastic.,[]
2019-11-03 21:31:14,Let me know 🌸,[]
2019-11-03 21:31:12,What should I start after I finish Trail of Lightning? (Poll in reply) https://t.co/85pDwzoTXW,[]
2019-11-03 20:26:46,RT @sadkxit: loving women                loving women in a gay way                 in a feminist way                            me,[]
2019-11-03 06:18:00,2 hours of Mackenzie Davis using a variety of weapons to beat the shit out of men is the hottest thing I’ve ever fucking witnessed,[]
2019-11-03 03:17:54,@weirdzeal OMG PLEASE I NEED TO KNOW YOUR THOUGHTS. ALSO YES FANART I CANNOT WAIT,[]
2019-11-02 22:28:24,Some people have CDTH!!! The yelling will soon commence in earnest!!! PLEASE someone invade mg DMs to yell at your soonest convenience!!!,[]
2019-11-02 21:48:20,@charlieinabook YUP!!!! Exactly this!!!!,[]
2019-11-02 21:48:06,It’s just annoying because people should be allowed to write about their negative experiences of the patriarchy wit… https://t.co/eeQdNTMpwh,[]
2019-11-02 21:44:35,@KelsiReads EXACTLY. Love how Buffy hates men because there’s a man cult that tries to control her. That’s definite… https://t.co/msANohCevx,[]
2019-11-02 21:43:23,"I’ve seen these complaints specifically about Juliet Takes a Breath and Sawkill Girls (sure, the specific evil man… https://t.co/CXFhs5a5Z0",[]
2019-11-02 21:41:46,Seeing complaints and reviews about feminist books being bad because they contain man hate is so fascinating to me… https://t.co/VCofwFmMg7,[]
2019-11-02 02:13:19,"Setting: interior, in front of the TV, watching a season of media content Bryan: WAIT are they going to get engaged… https://t.co/UX00ThNtHF",[]
2019-11-01 20:20:24,"My anticipated releases of 2020 shelf is already full to bursting, I have SO MANY THINGS I want to read and wow I c… https://t.co/PGevjTuHdN",[]
2019-11-01 17:44:55,The really special thing here is that for a few nights it wasn’t a nightmare. Missing math classes is a dream. But… https://t.co/s1zc7qVg0h,[]
2019-11-01 17:23:54,I have this ongoing nightmare that I just stopped attending my math class at some point in high school and last nig… https://t.co/172eFujjRi,[]
2019-11-01 17:12:42,"RT @SaundraMitchell: Were you ALL OUT? Well queer we go again!  5/26/20, OUT NOW! 17 more queertastic stories by 17 more amazing queer ya a…",[]
2019-11-01 15:23:03,RT @aidenschmaiden: THE COVER FOR #CemeteryBoys (DONE BY @yaboykeiji) IS UP ON ENTERTAINMENT WEEKLY!   if you want a book with: 🇲🇽🇨🇺a trans…,['CemeteryBoys']
2019-11-01 07:07:43,3 of 5 stars to Bingo Love by Tee Franklin https://t.co/APgSnJ8qhV,[]
2019-11-01 06:27:17,4 of 5 stars to Sawkill Girls by Claire Legrand https://t.co/IA5OLcWZvs,[]
2019-11-01 04:55:27,"RT @DoodlebamUSA: So @CeceEwing_ and I got a trick-or-treater at 3pm. We were not prepared. In a panic, I drove to Target and bought 20 dol…",[]
2019-11-01 01:31:42,RT @intothetwilight: alexa play supermassive black hole https://t.co/Ij5Zm48GjE,[]
2019-11-01 00:17:10,Happy Halloween!! Please please please tell me about your favorite costumes/cosplays of years past. I would love to… https://t.co/Nqb3yePObB,[]
2019-10-31 20:54:43,@stories4coffee PLEASE YES,[]
2019-10-31 01:39:25,@harmnewbrough 💖💖💖💖,[]
2019-10-31 00:48:40,I know I’m constantly improving myself as far as reading diversely but if you accuse me of only reading queer books… https://t.co/4qHencYG3M,[]
2019-10-30 23:59:08,The Dream Thieves by Maggie Stiefvater  -reread https://t.co/VYa8IgSCcW,[]
2019-10-30 23:14:02,The Raven Boys by Maggie Stiefvater -reread https://t.co/gRhdvw90W1,[]
2019-10-30 21:45:08,I reread The Raven Cycle in 2 days! This is part 1 of the vlogs covering my sleep deprived rantings about how much… https://t.co/8ZK7r7fTNk,[]
2019-10-30 09:41:21,4 of 5 stars to A City Inside by Tillie Walden https://t.co/2kJkdzschR,[]
2019-10-30 08:10:34,"On page 267 of 450 of Sawkill Girls, by Claire Legrand: You were all right. I’m obsessed... https://t.co/tSrpHYhJx9",[]
2019-10-30 07:12:00,"A new video is getting uploaded tomorrow (well, later today I guess lol) that was part of a secret project 👀 any gu… https://t.co/qbfSpVswNQ",[]
2019-10-30 02:11:33,Just went way too intense at the library because I’m TOO READY for @IndigAThon and in general reading from indigenous voices in November,[]
2019-10-29 22:34:31,@see_starling https://t.co/m0QLjVdGlW,[]
2019-10-29 20:15:27,"SPOOKATHON VLOG | 2019 (aka reading 5 books, watching lots of scary movies, and visiting Funko HQ for the first tim… https://t.co/JbheVKHyjG",[]
2019-10-29 19:54:46,All the Bad Apples by Moïra Fowley-Doyle https://t.co/RduzPOAwiH,[]
2019-10-29 18:15:26,"RT @YarnOwlReads: Y’all, if you want to understand my love for ALL THE BAD APPLES by Moïra Fowley-Doyle you should watch @CeceEwing_’s Spoo…",[]
2019-10-29 04:33:34,@elliasreads Ellias I’m SO SAD,[]
2019-10-29 03:52:44,@kayleyhyde If I’m sad then everyone has to be sad,[]
2019-10-29 03:36:25,@dauntIessDeclan SO RUDE 😭🤧,[]
2019-10-29 03:33:42,*** RAVEN KING SPOILERS *** Ok has Maggie ever clarified what “He quietly slid from time” means? Because I’ve been… https://t.co/tmtNOTTHgH,[]
2019-10-28 23:29:56,Do you ever hear an American Authors song and you’re immediately transported into a melodramatic end of year high s… https://t.co/PP8mRNT5Ii,[]
2019-10-28 02:01:16,Her Body and Other Parties by Carmen Maria Machado https://t.co/FDcaCFCPI7,[]
2019-10-28 01:16:04,"In a Dark, Dark Wood by Ruth Ware https://t.co/iZB8VcL5ew",[]
2019-10-26 01:11:16,Literally just almost brought myself to tears trying to explain how much Gansey means to me. I should just tell my… https://t.co/fNzxXreldO,[]
2019-10-25 22:44:34,@RosieeThor This is the truest desire of my heart 🥺,[]
2019-10-25 06:04:39,"RT @deepthi_malaika: @CeceEwing_ Ma'am gansey ain't dead, get back to work",[]
2019-10-25 06:04:35,@deepthi_malaika Aksjdjsksks god this is the funniest reply I’ve ever received,[]
2019-10-25 06:04:09,@goodgoingemme this is valid but also I CANT HELP BEING EMO ABOUT GANSEY,[]
2019-10-25 03:42:13,Want to also be overcome with love for my most anxiety filled son? Listen to my Gansey playlist with me and cry: https://t.co/kcIR0MzjoL,[]
2019-10-25 03:39:35,Are you ever just struck by how much you fucking love Richard Campbell Gansey III or is it just me,[]
2019-10-25 01:57:58,@phinneas8052 This is a perfect time to start yelling tbh,[]
2019-10-24 23:48:32,Hey! If you see me on Twitter at any point in the next 24 hours you have my permission to yell at me to log off! In… https://t.co/yldF0PTLVs,[]
2019-10-24 19:24:18,RT @AEOsworth: I wrote about The Good Place's Janet and I hope you enjoy it. Spoilers abound.   https://t.co/RK9cBrurhw,[]
2019-10-24 19:19:26,Hotel Dare by Terry Blas &amp; Claudia Aguirre https://t.co/Rcdp92yibD,[]
2019-10-24 19:03:46,Last Ones Left Alive by Sarah Davis-Goff https://t.co/oGRgwL49ol,[]
2019-10-24 19:00:44,"Seeing Dodie, Meeting Leigh Bardugo, and Vlogging While Depressed | Weekly(ish) Vlog: https://t.co/HDQOkQ79FM https://t.co/Kz3acoI4Sk",[]
2019-10-24 18:09:19,RT @LTMusical: ok we can’t say...anything...  except.   if you want a percy jackson tv show...  and we got like 75k or 100k likes on this t…,[]
2019-10-24 04:16:15,If you have “feminist” in your bio and you are following this LGB Alliance Twitter bullshit then I assure you you aren’t a fucking feminist,[]
2019-10-23 21:25:08,I’m proud to ID as a lesbian but Christ I can’t stand how many exclusionists claim this identity too. I can’t stand… https://t.co/Apxiv8byfn,[]
2019-10-23 20:51:00,"RT @zoe_ewing902: In celebration of it being officially spooky month, here's a video I found of my sister and I being complete fools https:…",[]
2019-10-23 03:32:41,Well this is certainly A Look™️ https://t.co/LF73vK4lXi https://t.co/Ht9tPzhVlc,[]
2019-10-22 23:36:42,@ettubrody It was scary as FUCK and I LOVED IT,[]
2019-10-22 22:48:48,@see_starling Absolutely!! And thank you so much for writing this book I absolutely LOVED IT!,[]
2019-10-22 22:03:00,The Luminous Dead by Caitlin Starling https://t.co/VvUm7bfpIk,[]
2019-10-22 03:31:45,"RT @KylePlantEmoji: [Scooby Doo]  Shaggy: like, where could the key be?  7 year old me, noticing one of the floorboards is animated differe…",[]
2019-10-22 02:05:11,Chills. All the chills AHHHHH https://t.co/8Dq14bB8Cv,[]
2019-10-21 23:40:58,"The Black Mage by Daniel Barnes &amp; DJ Kirkland Release date: October 29th, 2019 https://t.co/Sj4GDdyXpf",[]
2019-10-21 22:58:40,How do I forget every single time that Paul Rudd is in one of my favorite movies of all time lol https://t.co/O4xceHOAYm,[]
2019-10-21 22:42:25,@mikalee13 Oof ✊🏻 glad we both survived,[]
2019-10-21 22:42:01,@KimboReads I love this list so much aksjdjsks,[]
2019-10-21 22:17:35,Cantoras by Carolina de Robertis https://t.co/uqLpXsvGgg,[]
2019-10-21 22:13:57,I’m jumping on the train because I’m curious https://t.co/7KWOxAwBS6,[]
2019-10-21 21:15:41,@ettubrody Moira Fowley-Doyle! All the Bad Apples and  Spellbook of the Lost &amp; Found are the two of hers I’ve read.… https://t.co/SKk9KETKnO,[]
2019-10-21 05:47:36,This was so good. I’m an absolute disaster and this is a masterpiece. Seriously. https://t.co/9bqNaj8ASd,[]
2019-10-21 05:42:38,5 of 5 stars to All the Bad Apples by Moïra Fowley-Doyle https://t.co/rR4EkGW2O9,[]
2019-10-21 04:12:05,3 of 5 stars to Her Body and Other Parties by Carmen Maria Machado https://t.co/Tr1NDzncdg,[]
2019-10-21 02:44:51,RT @ettubrody: @CeceEwing_ // autoboyography https://t.co/ua8RrFUVO5,[]
2019-10-20 23:59:24,RT @jennaclarek: Hey yall it is #AceAwarenessWeek so if you want to support a fellow ace/read a very ace-oriented poetry book check out my…,['AceAwarenessWeek']
2019-10-20 23:58:38,@booknerd_jill OOF. MOOD.,[]
2019-10-20 23:57:04,@antarireads I usually end up reading multiple that are different genres! That way I can switch up what I’m reading… https://t.co/GavBT7w6Rp,[]
2019-10-20 05:59:50,"4 of 5 stars to In a Dark, Dark Wood by Ruth Ware https://t.co/yXGAopcpxd",[]
2019-10-19 22:48:45,Holy fuck yesssssss https://t.co/UCHtrhnDaT,[]
2019-10-19 22:29:13,I was looking for new blogs to follow and tumblr just kept suggesting gay blogs (valid) but I went to one that was… https://t.co/X0NL9iHDzx,[]
2019-10-19 22:28:25,"At Penguin Teen Game Night, Rosaria was talking about this phenomenon of kids who really loved dragons and she was… https://t.co/kUFMOJEV1e",[]
2019-10-19 21:33:19,@acrimsondaisy Thank you 💖💖💖💖,[]
2019-10-19 09:45:04,@DoodlebamUSA Tim Burton maybe had some good ideas about just celebrating everything all at the same time!!,[]
2019-10-19 09:43:08,RT @pynchbitch: the raven cycle as psych (credit to nocontextpsych),[]
2019-10-19 09:43:06,@pynchbitch @apthemagician I’m losing my fucking mind THANK YOU FOR THIS,[]
2019-10-19 08:14:36,@Gunnsisko I absolutely believe that Tim Burton was trying to make Christmas more goth and I salute him,[]
2019-10-19 08:09:20,I’ve seen Edward Scissorhands on so many Halloween movie lists and I would like to officially complain. It’s litera… https://t.co/3t8aNvB27O,[]
2019-10-19 07:16:34,@moeckles Flight 29 Down yessssssssssss,[]
2019-10-19 07:16:15,@janabatana It was just like... a more scientific Buffy! Monster of the week/teens at a school take down evil/weird… https://t.co/1NUzK5lGQK,[]
2019-10-19 07:15:04,@BKellyGorman God this is so valid,[]
2019-10-19 07:14:41,@cecreadsgayboo1 I had to stop watching Schitt’s Creek for a couple of days after I realized because I just couldn’t handle it 😂,[]
2019-10-19 07:14:00,@JLTodd4128 @booktubeawards 😭💖💖💖💖💖,[]
2019-10-19 04:39:22,Follow up: do any of you who remember this ALSO watch Schitt’s Creek? Because realizing Noah Reid was in both was.... a moment,[]
2019-10-19 03:45:21,@BiHetish Yes!!! Oh my god I was obsessed with Discovery Kids,[]
2019-10-19 03:30:26,Ok I have to ask. Did anyone else watch Strange Days at Blake Holesy High when they were younger? Because sometimes… https://t.co/Z3tf8CAEss,[]
2019-10-19 00:35:13,"This is SUCH a solid story collection! Creepy and disturbing, all about women’s experiences through speculative/sur… https://t.co/JJOiNJqdNL",[]
2019-10-19 00:32:18,Salt Slow by Julia Armfield https://t.co/elGDjc1ywx,[]
2019-10-18 20:45:03,Hope y’all are ready for a couple weeks of vlogs with regular updates that are just like “eyyyy I didn’t do anythin… https://t.co/7xuUhCe1Pq,[]
2019-10-18 07:34:51,Ok as someone who has never seen a single episode of Law &amp; Order: SVU I am seriously struggling with this long ass… https://t.co/xCsNKbx3pY,[]
2019-10-18 02:58:47,We have a winner! Congrats @RosariaMunda 💥🙌🏻 https://t.co/y2jGCoSrAT,[]
2019-10-18 02:25:58,The 30 second get ready breath that @TochiTrueStory needed to take before he admitted he hasn’t read of seen The Hunger Games 😂#PTGameNight,['PTGameNight']
2019-10-18 02:15:12,What happened between these photos is @TochiTrueStory guessing right almost IMMEDIATELY #PTGameNight https://t.co/LDUirlR0Ei,['PTGameNight']
2019-10-18 02:11:58,What media are they obsessed with right now? #PTGameNight  @RosariaMunda : The Boys @nataliecparker : Schitt’s Cree… https://t.co/7JKIEC6fpr,['PTGameNight']
2019-10-18 01:34:33,.@nataliecparker on taglines for the Seafire trilogy #PTGameNight  SEAFIRE: “Sisterhood is survival” STEEL TIDE: “S… https://t.co/1gGhifji5s,['PTGameNight']
2019-10-18 01:28:49,.@TochiTrueStory just described SEAFIRE by @nataliecparker as “MAD MAX: FURY RIVER” 🤣 #PTGameNight,['PTGameNight']
2019-10-18 00:39:45,Will anyone ever get me the way sad bitch indie girl music gets me at 3 am?,[]
2019-10-18 00:13:18,Ok who am I going to see at #PTGameNight in Seattle tonight?? I hope you’re ready to play some games! https://t.co/5CL7SgaJ8k,['PTGameNight']
2019-10-17 03:25:04,Screenplay writer: so it’s about a group of kids on a sports team Disney execs: we’re listening... Screenplay write… https://t.co/YGmC3Q7c8V,[]
2019-10-17 02:05:49,@NevilleL90 Ohhh thank you!! This sounds like a perfect playlist for these,[]
2019-10-17 02:01:54,"I think this is because I’m a huge fan of Agatha Christie, in particular Murder on the Orient Express and And Then… https://t.co/HrYXPl7kcI",[]
2019-10-17 02:00:11,So I’m realizing I like locked room type thrillers. I love people being gathered into one specific place and then h… https://t.co/ek8rJ0qe7f,[]
2019-10-16 21:59:40,@dauntIessDeclan Super graphic and very very sex-focused. The second story is called “Inventory” and it’s literally… https://t.co/Pxe0Oyyu1I,[]
2019-10-16 21:58:41,@YarnOwlReads So much!!!!,[]
2019-10-16 21:54:56,@bookish_stars 🤣🤣🤣,[]
2019-10-16 21:52:01,Loving the stories in Her Body and Other Parties but also I’ve had the thought “I’m too ace for this” like 9 times… https://t.co/VSmJiCW7aX,[]
2019-10-15 17:25:54,RT @coolcurrybooks: Hello everyone! Get ready for a thread full of upcoming queer science fiction and fantasy books!   These are basically…,[]
2019-10-15 04:58:14,This movie was MY SHIT oh my god!! https://t.co/KlkotYS2dC,[]
2019-10-14 23:09:07,@stoveek @carmillaseries Oh a+ recommendation wow yes!!!,[]
2019-10-14 22:03:52,When I say “call me out on my shit!” this doesn’t mean comment on my videos telling me I’m setting up queer kids to… https://t.co/eqVvx35hME,[]
2019-10-14 21:57:14,And that’s it! I’m done doing this threat lmao I hope you enjoyed,[]
2019-10-14 21:55:39,100. Leave me alone I’m begging https://t.co/xolpdxrKC8,[]
2019-10-14 21:49:26,99. You oily bag of tits!! https://t.co/GzMBRXZafO,[]
2019-10-14 21:46:51,98. 🌈? https://t.co/yg1SJNaGKs,[]
2019-10-14 21:38:41,97. If someone has a book to recommend that has this energy.... please https://t.co/QpbkcTeb74,[]
2019-10-14 21:34:16,96. Jake Gyllenha’s twink hands https://t.co/50sjps88KR,[]
2019-10-14 21:29:33,95. Ring of keys ur past self https://t.co/eHvM54ECbi,[]
2019-10-14 21:15:26,94. Petition for all yelp reviews to be submitted in the form of a song https://t.co/ZRAmf7A0iU,[]
2019-10-14 21:12:41,93. *remembers how passionate I was about Shego in Kim Possible* https://t.co/Zovg7yql2N,[]
